,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,source,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_Identifier_0,Outlet_Identifier_1,Outlet_Identifier_2,Outlet_Identifier_3,Outlet_Identifier_4,Outlet_Identifier_5,Outlet_Identifier_6,Outlet_Identifier_7,Outlet_Identifier_8,Outlet_Identifier_9
8171,FDR08,111.0886,222.3772,0.037681448,18.7,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8172,FDZ55,160.892,2396.88,0.025408702000000002,6.055,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8173,FDL10,100.9042,1686.4714,0.039572298,8.395,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8174,FDJ34,125.5704,1001.3632,0.093202196,11.8,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8175,FDW60,177.037,3352.303,0.016979326,5.44,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8176,FDK08,99.2016,809.6128,0.122304725,9.195,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8177,NCE42,233.9958,1869.5664,0.010600287,21.1,train,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8178,FDR39,181.7292,4013.4424,0.084273286,20.35,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8179,NCN17,100.3358,904.8222,0.055162827000000005,11.0,train,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8180,NCR05,200.2084,3174.5344,0.054741627,10.1,train,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8181,FDV48,77.0644,3221.1404,0.051366901,9.195,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8182,DRF27,151.434,1225.072,0.028533032000000007,8.93,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8183,NCF07,102.2016,1416.8224,0.032072321,9.0,train,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8184,FDF40,248.1092,4731.1748,0.022507877000000003,20.25,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8185,FDO28,122.5098,1084.5882,0.072410764,5.765,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8186,FDB23,226.2062,1579.9434,0.005611367,19.2,train,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8187,FDV48,79.2644,864.2084,0.051697108,9.195,train,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8188,FDM45,119.6756,2423.512,0.08819473,8.655,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8189,FDC16,84.954,865.54,0.020611526,11.5,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8190,DRE25,94.412,1304.968,0.07292831599999999,15.349999999999998,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
8191,FDY35,43.9402,1286.3256,0.0160526,17.6,train,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8192,FDR22,110.2544,2908.2144,0.018600249,19.35,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8193,FDZ10,127.20200000000001,2656.542,0.04453262,17.85,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8194,FDY15,157.863,469.389,0.29909785899999997,18.25,train,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8195,DRA24,162.4868,4422.2436,0.039895009,19.35,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8196,FDV37,198.5426,1186.4556,0.083683243,13.0,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8197,FDO10,58.8588,973.3996,0.012749288999999999,13.65,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8198,FDR59,263.6594,3401.5722,0.063554289,14.5,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8199,FDR34,228.0352,2748.4224,0.016030344,17.0,train,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8200,FDG16,214.4192,4961.5416,0.090324849,15.25,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8201,FDO03,228.1352,9390.4432,0.03670437,10.394999999999998,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8202,FDC09,104.1332,1230.3984,0.026342897,15.5,train,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8203,FDJ52,159.4578,3209.156,0.017783501,7.145,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8204,FDL33,197.5452,195.7452,0.167316771,7.235,train,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8205,FDJ53,119.7098,2410.196,0.071660976,10.5,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8206,FDX08,179.9318,360.8636,0.039576776,12.849999999999998,train,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8207,FDK32,154.2682,3354.3004,0.049074897,16.25,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8208,FDM20,245.4144,6615.3888,0.038904624,10.0,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8209,NCJ42,102.2332,3075.9959999999996,0.01438222,19.75,train,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8210,FDI50,227.8352,3435.528,0.030968306,8.42,train,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8211,FDZ15,117.8782,2741.0986,0.0,13.1,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8212,NCK18,164.2184,1981.4208,0.0,9.6,train,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8213,FDW33,106.428,1917.504,0.099681254,9.395,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8214,NCT05,255.9672,4857.6768,0.021037197,10.895,train,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8215,FDZ16,193.1478,387.4956,0.279886948,16.849999999999998,train,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8216,NCV17,129.7626,3016.7398,0.016107549,18.85,train,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8217,FDE34,183.6634,2726.4509999999996,0.10833090199999999,9.195,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8218,FDH44,148.0418,3825.6868,0.025924622999999997,19.1,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8219,NCK06,119.3756,605.878,0.008664064,5.03,train,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8220,FDS46,120.8782,2621.9204,0.047330801,17.6,train,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8221,NCO42,146.7102,1603.9122,0.024756031,21.25,train,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8222,FDL13,231.43,3029.39,0.05640612900000001,13.85,train,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8223,FDK14,83.3934,491.3604,0.0413383,6.98,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8224,FDX13,250.2092,3984.1472,0.047879864,7.725,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8225,DRI47,144.5128,2588.6304,0.021005398999999998,14.7,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8226,FDG22,37.219,366.19,0.041615224,17.6,train,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8227,FDA13,37.8506,341.5554,0.07867708,15.85,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8228,FDE46,152.1366,1813.6392,0.015769693,18.6,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8229,FDX25,180.8292,3466.1548,0.10263304699999999,16.7,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8230,FDC58,44.2428,703.0848,0.04217956,10.195,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8231,NCA42,158.1604,2693.8268,0.028710065,6.965,train,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8232,FDV01,153.5314,2171.8396,0.08508264800000001,19.2,train,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8233,FDU24,94.212,1025.3319999999999,0.14016303800000002,6.78,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8234,FDO51,44.0112,340.8896,0.042153502,6.785,train,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8235,NCN14,185.1608,551.2824,0.15385153,19.1,train,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8236,FDT37,253.3014,510.0028,0.061753511,14.150000000000002,train,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8237,FDY09,174.7054,175.1054,0.042179884,15.6,train,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8238,NCG06,256.9646,4637.9628,0.029420857,16.35,train,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8239,FDG40,32.6558,67.9116,0.066657791,13.65,train,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8240,FDQ47,33.7874,882.185,0.16815457399999995,7.155,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8241,DRH59,73.938,73.238,0.097805615,10.8,train,15,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8242,FDH48,85.154,605.878,0.06082246,13.5,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8243,FDE34,181.2634,2362.9242,0.107870997,9.195,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8244,NCM05,262.4226,3964.8390000000004,0.059940022,6.825,train,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8245,FDU55,260.3278,7549.5062,0.035967107000000005,16.2,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8246,FDS60,178.36599999999999,4673.916,0.032442387999999996,20.85,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8247,FDZ32,106.4964,1577.9460000000001,0.0,7.785,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8248,FDP12,36.1874,423.4488,0.045358609,9.8,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8249,NCL31,143.047,3578.675,0.119698523,7.39,train,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
8250,FDR32,229.3694,228.3694,0.150238656,6.78,train,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8251,FDL08,245.4144,3675.216,0.049478259000000004,10.8,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8252,FDY34,164.3842,1823.6262,0.010998932,10.5,train,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8253,DRG23,154.0682,2896.8958,0.0,8.88,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8254,FDD04,143.4154,1985.4156,0.08989642,16.0,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8255,FDX37,98.17,2696.49,0.063385859,16.2,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8256,FDM09,170.579,1358.2320000000002,0.086281593,11.15,train,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8257,FDA52,178.137,3881.614,0.128315409,16.2,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8258,NCV41,110.3228,552.614,0.017108186,14.35,train,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8259,FDB20,79.7986,2336.958,0.051970838,7.72,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8260,FDD28,60.5904,410.1328,0.0,10.695,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8261,FDI38,205.7638,621.1914,0.024482432999999998,13.35,train,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8262,FDA28,126.1362,3271.7412,0.047792845,16.1,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8263,FDB32,94.8778,4036.7454,0.023339367000000003,20.6,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8264,NCS54,175.537,3705.177,0.009991273,13.6,train,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8265,NCA17,150.9392,4026.7584,0.045675104,20.6,train,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8266,FDR14,52.3298,269.649,0.173904193,11.65,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8267,FDS58,160.0578,2567.3248,0.021039272999999997,9.285,train,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8268,FDU08,97.3042,694.4294,0.027426689,10.3,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8269,FDI60,61.25100000000001,126.50200000000001,0.06414186599999999,7.22,train,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8270,FDU40,195.3478,1937.4779999999998,0.037556341,20.85,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8271,FDX46,57.5562,2548.0166,0.057835325,12.3,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8272,FDG41,112.0228,1215.7508,0.076995176,8.84,train,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8273,FDD14,185.4266,368.8532,0.297312685,20.7,train,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8274,FDX45,156.263,4850.353,0.104348025,16.75,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8275,NCN30,98.541,772.328,0.016989991,16.35,train,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8276,DRH13,106.62799999999999,958.752,0.023885957000000003,8.575,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8277,NCP30,39.3822,314.2576,0.032954044,20.5,train,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8278,FDT52,245.8144,3430.2016,0.047429578,9.695,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8279,FDS36,110.15700000000001,3185.853,0.047152554000000006,8.38,train,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8280,FDB03,239.1538,4326.3684,0.157470693,17.75,train,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8281,FDO09,262.191,2366.919,0.125274674,13.5,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8282,FDD28,59.5904,1640.5312,0.053038775,10.695000000000002,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8283,FDF08,89.1856,1845.5976,0.065339802,14.3,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8284,FDB49,97.6384,197.0768,0.05046718,8.3,train,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8285,FDB08,162.3578,1604.578,0.0,6.055,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8286,NCP06,150.7366,3325.0052,0.039306822000000005,20.7,train,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8287,FDH28,37.3506,341.5554,0.11025414300000001,15.85,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8288,FDU20,120.7098,361.5294,0.037569401,19.35,train,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8289,DRB25,107.4938,2358.2636,0.069852615,12.3,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8290,NCM30,40.8796,371.5164,0.067676056,19.1,train,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8291,FDU57,152.0708,451.4124,0.149895348,8.27,train,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8292,FDF56,179.1976,543.2928,0.20916293600000002,16.7,train,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8293,NCT30,47.2718,850.8924,0.080277707,9.1,train,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8294,FDX15,160.6578,1925.4936,0.156935553,17.2,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8295,FDX58,181.295,4028.09,0.044011225,13.15,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8296,FDQ08,63.1536,122.5072,0.031685529,15.7,train,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8297,DRL23,106.1938,1607.9070000000006,0.015291576000000001,18.35,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8298,FDA25,104.59899999999999,2889.572,0.068112874,16.5,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8299,FDV09,147.5734,3414.8882,0.020600553,12.1,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8300,FDQ46,111.7544,2460.7968,0.10423592,7.51,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8301,FDH41,214.7534,5806.4418,0.081614376,9.0,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8302,FDY20,91.4488,1086.5856,0.082215187,12.5,train,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8303,FDO37,231.7326,5313.7498,0.021372636,8.06,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8304,FDZ55,160.892,1917.504,0.025460232000000003,6.055,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8305,FDS32,141.9838,4354.9978,0.029510313,17.75,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8306,FDV50,124.37299999999999,2093.9410000000007,0.122761775,14.3,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8307,NCV30,61.351000000000006,1201.769,0.06606579900000001,20.2,train,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8308,FDP16,244.0802,3193.8426,0.039454924,18.6,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8309,FDW39,175.037,2117.244,0.036910398,6.69,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8310,FDN39,169.0816,3523.4136,0.0,19.35,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8311,FDV55,145.6444,2467.4548,0.055159054000000006,17.75,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8312,FDZ20,253.2356,5849.7188,0.034300475,16.1,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8313,FDK02,120.444,1438.128,0.112399145,12.5,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8314,FDK10,177.86599999999999,4853.682,0.040523265,5.785,train,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8315,NCQ41,193.7794,2926.191,0.019559746,14.8,train,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8316,FDA11,94.3436,2363.59,0.043483398,7.75,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8317,FDN13,98.5358,1306.9654,0.15236665900000002,18.6,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8318,NCA42,158.8604,316.9208,0.047784475,6.965,train,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8319,NCX30,245.8776,4210.5192,0.026598474,16.7,train,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8320,FDL10,99.5042,1884.8798,0.039300964,8.394999999999998,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8321,FDQ33,150.3708,4363.6532,0.091348964,13.35,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8322,NCE42,235.3958,3271.7412,0.010602292,21.1,train,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8323,FDH58,116.4834,1842.9344,0.0,12.3,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8324,FDF33,105.9596,2049.3324,0.021579162000000002,7.97,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8325,DRK49,41.0138,771.6622,0.03593692,14.15,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8326,NCK19,193.6478,3099.9648,0.09046564,9.8,train,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8327,FDT24,75.9328,3012.0792,0.0,12.349999999999998,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8328,FDI57,196.0768,5518.1504,0.054245722,19.85,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8329,NCQ06,253.6014,6630.0364,0.041621987,13.0,train,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
